query_id	subject_id	identity	qcov	scov	evalue	bitscore	best_hit	reciprocal_best_hit	confidence
MBB3329809.1	EHJ94255.1	75.1	96.4	96.9	4.67e-94	271.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329810.1	EHJ94256.1	67.8	91.5	97.8	2.54e-175	489.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329811.1	EHJ94257.1	78.5	95.0	94.6	3.0300000000000003e-109	308.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329812.1	EHJ94258.1	60.5	67.6	89.5	3.1000000000000003e-66	200.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329813.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329814.1	EHJ94265.1	86.7	91.1	100.0	1.85e-251	685.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329815.1	EHJ94266.1	64.3	90.4	95.5	3.1100000000000004e-110	317.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329816.1	EHJ94267.1	75.5	100.0	100.0	6.55e-78	224.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329817.1	EHJ94268.1	74.3	100.0	97.0	3.33e-304	834.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329818.1	EHJ94269.1	84.3	100.0	100.0	1.8200000000000002e-213	583.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329819.1	EHJ94270.1	85.5	100.0	100.0	1.0000000000000001e-71	206.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329820.1	EHJ94271.1	84.8	88.2	89.5	5.06e-146	406.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329821.1	EHJ94272.1	90.1	100.0	100.0	5.18e-139	385.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329822.1	EHJ94273.1	83.9	97.6	97.3	1.5899999999999999e-149	414.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329823.1	EHJ94275.1	87.1	98.7	98.7	0.0	1084.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329824.1	EHJ94276.1	69.2	92.2	91.8	7.86e-92	265.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329825.1	EHJ94277.1	78.1	100.0	100.0	5.71e-136	380.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329826.1	EHJ94278.1	76.9	100.0	100.0	3.45e-155	433.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329827.1	EHJ94279.1	57.8	81.7	67.9	1.3e-28	97.8	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329828.1	EHJ94280.1	90.5	100.0	99.3	1.19e-184	505.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329829.1	EHJ94281.1	97.3	100.0	100.0	4.71e-44	133.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329830.1	EHJ94282.1	88.6	100.0	84.6	2.9299999999999997e-28	98.6	YES	YES	PROBABLE_ORTHOLOG
MBB3329831.1	EHJ94283.1	68.5	100.0	100.0	3.22e-81	235.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329832.1	EHJ94284.1	93.0	100.0	100.0	0.0	932.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329833.1	EHJ94285.1	86.4	100.0	100.0	2.9e-178	490.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329834.1	EHJ94286.1	96.1	100.0	99.8	8.23e-316	852.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329835.1	EHJ94287.1	86.6	100.0	100.0	1.34e-81	233.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329836.1	EHJ94288.1	81.7	100.0	99.6	3.7600000000000004e-198	554.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329837.1	EHJ94296.1	71.6	99.6	99.2	4.63e-133	374.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329838.1	EHJ94297.1	64.7	98.0	85.2	1.75e-160	452.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329839.1	EHJ94298.1	75.1	99.6	99.3	7.710000000000001e-248	680.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329840.1	EHJ94299.1	74.4	100.0	100.0	2.96e-320	876.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329841.1	EHJ94361.1	68.0	96.9	98.6	5e-138	388.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329842.1	EHJ94360.1	77.0	92.4	100.0	6.03e-223	615.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329843.1	EHJ94359.1	70.4	100.0	100.0	9.15e-29	94.7	YES	YES	PROBABLE_ORTHOLOG
MBB3329844.1	EHJ94358.1	93.6	99.3	99.6	6.57e-184	504.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329845.1	EHJ94357.1	85.1	100.0	100.0	0.0	1238.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329846.1	EHJ94356.1	83.8	98.6	96.2	8.640000000000001e-226	617.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329847.1	EHJ94355.1	78.5	96.3	94.2	3.09e-66	194.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329848.1	EHJ94354.1	62.4	85.3	90.7	4.24e-113	327.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329849.1	EHJ94353.1	57.6	98.0	98.6	1.9e-133	384.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329850.1	EHJ94352.1	64.8	98.4	97.3	1.53e-216	603.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329851.1	EHJ94351.1	80.2	93.4	98.4	4.68e-144	401.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329852.1	EHJ94350.1	77.1	99.2	99.6	5.52e-127	356.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329853.1	EHJ94349.1	73.2	94.0	95.1	2.5300000000000002e-117	332.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329854.1	EHJ94345.1	74.5	97.3	99.8	2.01e-227	626.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329855.1	EHJ94344.1	92.5	99.6	99.6	1.1e-152	420.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329856.1	EHJ94343.1	83.3	94.6	99.3	1.83e-170	470.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329857.1	EHJ94342.1	64.6	92.9	86.0	5.5300000000000004e-73	216.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329858.1	EHJ94341.1	64.9	99.5	97.0	8.870000000000001e-160	451.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329859.1	EHJ94340.1	88.8	97.8	98.9	6.74e-51	152.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329860.1	EHJ94339.1	79.7	100.0	100.0	3.19e-64	187.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329861.1	EHJ94336.1	82.5	99.0	99.6	0.0	1101.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329862.1	EHJ94335.1	82.7	98.0	97.1	2.6899999999999998e-176	486.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329863.1	EHJ94334.1	64.2	98.6	98.3	7.720000000000001e-133	375.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329864.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329865.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329866.1	EHJ94333.1	87.6	100.0	100.0	2.73e-77	221.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329867.1	EHJ94332.1	85.0	100.0	100.0	0.0	1201.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329868.1	EHJ94331.1	91.8	84.9	85.9	4.72e-42	129.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329869.1	EHJ94330.1	84.7	99.5	96.7	6.91e-120	335.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329870.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329871.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329872.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329873.1	EHJ94317.1	22.0	68.3	90.8	1.17e-12	67.8	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329874.1	EHJ94312.1	70.6	99.7	97.9	4.5999999999999996e-126	358.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329875.1	EHJ94311.1	82.7	96.7	95.2	1.6299999999999998e-140	391.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329876.1	EHJ94310.1	86.7	100.0	100.0	1.0300000000000001e-179	491.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329877.1	EHJ94309.1	74.1	93.2	97.3	1.9800000000000002e-109	311.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329878.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329879.1	EHJ94308.1	50.6	95.7	98.7	3.8199999999999995e-55	168.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329880.1	EHJ94307.1	87.7	99.6	99.3	0.0	1189.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329881.1	EHJ94305.1	69.4	57.0	61.0	2.99e-65	201.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329882.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329883.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329884.1	EHJ91297.1	30.0	97.1	94.9	1.29e-35	134.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329885.1	EHJ91297.1	29.3	95.5	96.3	1.18e-33	129.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329886.1	EHJ92069.1	40.5	98.1	98.1	6.34e-31	106.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329887.1	EHJ94731.1	38.9	95.0	94.3	1.55e-82	256.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329888.1	EHJ92812.1	42.9	96.7	96.7	4.5100000000000005e-110	327.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329889.1	EHJ92856.1	27.0	65.3	72.3	1.36e-08	48.5	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329890.1	EHJ94497.1	36.0	88.0	85.9	1.9600000000000002e-59	191.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329891.1	EHJ91893.1	27.8	95.4	89.4	3.85e-11	60.1	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329892.1	EHJ94180.1	29.9	70.8	67.7	6.4e-22	88.2	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329893.1	EHJ94440.1	47.1	95.6	59.3	1.7199999999999998e-82	254.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329894.1	EHJ92571.1	82.4	94.4	97.1	5.2e-227	622.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329895.1	EHJ92570.1	81.3	95.7	98.0	4.07e-207	568.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329896.1	EHJ91661.1	59.7	100.0	100.0	9.479999999999999e-52	157.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329897.1	EHJ92369.1	93.0	100.0	100.0	2.33e-131	363.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329898.1	EHJ92370.1	82.4	100.0	100.0	3.85e-319	865.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329899.1	EHJ94370.1	30.7	74.7	45.1	2.3e-46	171.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329900.1	EHJ94177.1	53.7	100.0	100.0	1.9e-47	147.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329901.1	EHJ94176.1	58.4	93.7	100.0	8.860000000000001e-27	91.3	YES	YES	POSSIBLE_ORTHOLOG
MBB3329902.1	EHJ94175.1	59.9	88.1	87.0	1.51e-81	241.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329903.1	EHJ94173.1	72.4	100.0	100.0	2.11e-68	200.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329904.1	EHJ94172.1	76.5	100.0	100.0	3.53e-67	196.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329905.1	EHJ94171.1	59.5	98.3	99.1	3.72e-86	252.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329906.1	EHJ94170.1	45.5	99.8	100.0	2.07e-136	399.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329907.1	EHJ94169.1	71.9	98.8	100.0	2.29e-121	343.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329908.1	EHJ94168.1	86.5	100.0	100.0	7.23e-162	446.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329909.1	EHJ94167.1	77.8	93.5	92.6	2.4999999999999997e-115	326.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329910.1	EHJ94166.1	80.5	97.1	97.1	2.4399999999999998e-204	563.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329911.1	EHJ94165.1	57.2	97.9	98.2	2.23e-129	372.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329912.1	EHJ94164.1	59.3	99.8	99.8	6.07e-251	699.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329913.1	EHJ94163.1	48.9	99.7	100.0	2.3800000000000002e-116	338.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329914.1	EHJ94162.1	78.6	98.5	99.6	3.9599999999999997e-138	386.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329915.1	EHJ94161.1	77.3	98.9	98.9	2.97e-42	130.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329916.1	EHJ94160.1	83.9	88.9	84.2	1.7700000000000002e-129	364.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329917.1	EHJ94159.1	56.5	81.6	83.2	2.5400000000000002e-37	122.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329918.1	EHJ94158.1	63.1	100.0	100.0	4.55e-60	182.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329919.1	EHJ94157.1	78.0	99.4	99.7	1.9e-197	543.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329920.1	EHJ94156.1	57.2	100.0	100.0	1.02e-51	159.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329921.1	EHJ94155.1	51.6	42.9	37.2	1.53e-39	144.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329922.1	EHJ94154.1	62.4	92.8	94.0	3.31e-49	152.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329923.1	EHJ94153.1	78.5	98.7	99.1	1.9e-245	674.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329924.1	EHJ94152.1	64.0	53.5	54.1	1.53e-58	184.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329925.1	EHJ94151.1	82.9	99.7	98.8	3.1299999999999997e-189	521.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329926.1	EHJ94150.1	69.6	96.2	93.9	1.81e-264	733.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329927.1	EHJ94149.1	70.4	89.0	100.0	3.34e-39	123.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329928.1	EHJ94148.1	54.9	100.0	100.0	3.1199999999999997e-38	122.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329929.1	EHJ93934.1	55.7	87.3	88.2	1.56e-189	547.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329930.1	EHJ92530.1	41.6	99.1	99.8	9.54e-61	207.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329931.1	EHJ94370.1	49.8	89.2	70.4	4.69e-220	639.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329932.1	EHJ91542.1	83.6	98.4	99.6	0.0	972.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329933.1	EHJ91543.1	84.0	100.0	100.0	2.72e-302	820.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329934.1	EHJ91544.1	80.3	96.9	93.5	1.23e-99	283.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329935.1	EHJ91545.1	76.9	98.8	99.7	4.42e-175	484.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329936.1	EHJ92547.1	72.5	99.6	99.6	0.0	947.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329937.1	EHJ92546.1	73.3	98.8	98.2	3.5e-237	651.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329938.1	EHJ92544.1	91.2	100.0	100.0	5.6100000000000006e-245	665.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329939.1	EHJ92543.1	73.2	99.5	99.5	2.54e-107	303.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329940.1	EHJ92542.1	81.3	97.2	97.7	5.24e-121	339.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329941.1	EHJ92541.1	94.5	98.7	100.0	5.160000000000001e-208	567.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329942.1	EHJ92540.1	63.9	98.6	97.9	5.480000000000001e-125	355.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329943.1	EHJ92539.1	61.9	82.0	94.9	1.45e-79	232.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329944.1	EHJ92538.1	56.8	96.4	99.1	2.27e-206	585.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329945.1	EHJ92537.1	83.3	99.1	95.7	8.2e-246	672.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329946.1	EHJ92536.1	83.3	99.2	99.4	3.7200000000000005e-213	584.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329947.1	EHJ92535.1	69.4	95.8	98.6	4.5400000000000004e-129	365.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329948.1	EHJ92534.1	89.2	100.0	100.0	3.96e-106	297.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329949.1	EHJ92533.1	76.4	97.6	98.0	2.8399999999999996e-134	375.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329950.1	EHJ94777.1	59.4	90.9	97.7	1.46e-120	345.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329951.1	EHJ94700.1	45.5	97.9	97.0	1.2000000000000002e-123	362.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329952.1	EHJ94701.1	34.2	97.3	95.7	2.31e-75	240.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329953.1	EHJ92368.1	76.7	98.6	98.4	1.5199999999999999e-207	570.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329954.1	EHJ92367.1	77.4	91.1	99.7	6.4e-210	577.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329955.1	EHJ92366.1	82.2	94.7	94.7	3.7300000000000006e-167	463.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329956.1	EHJ92365.1	87.7	93.9	98.9	1.49e-155	431.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329957.1	EHJ94700.1	74.5	98.4	98.4	2.14e-239	656.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329958.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329959.1	EHJ94700.1	43.7	98.1	97.0	1.26e-112	334.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329960.1	EHJ94701.1	66.1	98.5	98.0	1e-214	596.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329961.1	EHJ94702.1	64.6	87.6	97.9	9.62e-102	293.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329962.1	EHJ94703.1	79.0	95.8	97.2	4.3999999999999995e-268	732.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329963.1	EHJ94704.1	75.2	98.4	98.4	7.94e-276	754.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329964.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329965.1	EHJ93989.1	69.8	94.6	93.0	6.95e-20	71.2	YES	YES	PROBABLE_ORTHOLOG
MBB3329966.1	EHJ94706.1	69.9	100.0	100.0	6.5e-95	270.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329967.1	EHJ91296.1	90.1	99.8	99.8	0.0	868.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329968.1	EHJ91297.1	82.9	99.6	99.6	2.8200000000000002e-291	792.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329969.1	EHJ91298.1	76.8	100.0	89.6	2.05e-47	144.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329970.1	EHJ91300.1	96.2	100.0	100.0	8.23e-238	645.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329971.1	EHJ91301.1	75.9	99.7	93.2	1.15e-154	431.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329972.1	EHJ91302.1	79.9	90.9	92.0	2.41e-85	244.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329973.1	EHJ91303.1	69.5	85.3	98.9	4.890000000000001e-75	221.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329974.1	EHJ91304.1	89.7	100.0	100.0	1.12e-316	857.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329975.1	EHJ91305.1	46.1	99.8	99.8	0.0	1030.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329976.1	EHJ91306.1	86.1	96.7	100.0	8.04e-293	795.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329977.1	EHJ91307.1	71.4	82.1	100.0	6.56e-72	211.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329978.1	EHJ91308.1	77.5	99.8	99.8	1.6899999999999997e-244	671.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329979.1	EHJ91309.1	87.2	52.8	95.9	2.3299999999999996e-23	81.3	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329980.1	EHJ91310.1	75.3	94.2	93.5	9.07e-155	432.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329981.1	EHJ91311.1	82.5	100.0	95.7	2.7000000000000003e-86	246.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329982.1	EHJ91312.1	92.2	100.0	100.0	6.5e-61	178.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329983.1	EHJ91314.1	83.0	100.0	96.8	2.68e-138	385.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329984.1	EHJ91315.1	64.0	97.6	94.1	8.25e-63	188.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329985.1	EHJ91316.1	50.5	93.9	97.4	9.530000000000001e-64	192.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329986.1	EHJ91317.1	74.7	94.1	96.7	2.43e-99	281.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329987.1	EHJ91318.1	82.8	96.7	97.6	2.1200000000000002e-184	509.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329988.1	EHJ91886.1	43.7	91.5	90.5	2.02e-65	206.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329989.1	EHJ91320.1	83.3	97.8	96.7	1.48e-162	449.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329990.1	EHJ91321.1	91.8	93.8	100.0	7.17e-156	430.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329991.1	EHJ91322.1	81.8	100.0	100.0	5.02e-85	243.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329992.1	EHJ91323.1	72.9	93.1	95.8	5.969999999999999e-104	296.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329993.1	EHJ91324.1	39.5	77.5	75.9	1.38e-10	51.2	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329994.1	EHJ91325.1	80.2	96.4	97.6	1.13e-48	145.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329995.1	EHJ91326.1	88.3	100.0	100.0	4.97e-270	733.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329996.1	EHJ91327.1	89.9	95.9	95.9	1.53e-128	358.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329997.1	EHJ91328.1	82.3	97.9	97.3	1.28e-250	686.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329998.1	EHJ91329.1	75.3	97.4	96.2	1.12e-205	570.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329999.1	EHJ91330.1	71.5	100.0	100.0	2.86e-137	383.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330000.1	EHJ91331.1	33.1	98.6	99.3	2.15e-22	84.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330001.1	EHJ91332.1	81.3	97.7	99.0	1.2199999999999998e-225	618.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330002.1	EHJ91334.1	94.4	100.0	100.0	6.750000000000001e-100	280.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330003.1	EHJ91335.1	83.9	86.8	100.0	4.1e-64	187.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330004.1	EHJ91337.1	81.5	100.0	81.6	2.97e-89	254.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330005.1	EHJ91338.1	88.8	100.0	100.0	6.84e-272	738.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330006.1	EHJ91339.1	80.2	89.0	100.0	1.5e-138	385.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330007.1	EHJ91340.1	88.4	99.5	99.5	2.07e-133	370.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330008.1	EHJ91341.1	85.1	63.9	59.8	1.86e-61	184.0	YES	YES	NO_RELIABLE_ORTHOLOG
